symbol,name,sector,hq,tier,fetched_at
HTLD,"Heartland Express, Inc.",Industrials,"North Liberty, Iowa",sp600,2026-04-20T01:14:00+00:00
HTO,H2O America,Utilities,"San Jose, California",sp600,2026-04-20T01:14:00+00:00
HTZ,Hertz,Industrials,"Estero, Florida",sp600,2026-04-20T01:14:00+00:00
HUBG,"Hub Group, Inc.",Industrials,"Oak Brook, Illinois",sp600,2026-04-20T01:14:00+00:00
HWKN,"Hawkins, Inc.",Materials,"Roseville, Minnesota",sp600,2026-04-20T01:14:00+00:00
HZO,"MarineMax, Inc.",Consumer Discretionary,"Clearwater, Florida",sp600,2026-04-20T01:14:00+00:00
IAC,IAC Inc.,Communication Services,"New York City, New York",sp600,2026-04-20T01:14:00+00:00
IART,Integra Lifesciences Holdings,Health Care,"Princeton, New Jersey",sp600,2026-04-20T01:14:00+00:00
IBP,"Installed Building Products, Inc.",Consumer Discretionary,"Columbus, Ohio",sp600,2026-04-20T01:14:00+00:00
ICHR,"Ichor Holdings, Ltd.",Information Technology,"Fremont, California",sp600,2026-04-20T01:14:00+00:00
ICUI,ICU Medical,Health Care,"San Clemente, California",sp600,2026-04-20T01:14:00+00:00
IIIN,"Insteel Industries, Inc.",Industrials,"Mount Airy, North Carolina",sp600,2026-04-20T01:14:00+00:00
IIPR,"Innovative Industrial Properties, Inc.",Real Estate,"Park City, Utah",sp600,2026-04-20T01:14:00+00:00
INDB,Independent Bank Corp.,Financials,"Rockland, Massachusetts",sp600,2026-04-20T01:14:00+00:00
INDV,Indivior,Health Care,"Chesterfield County, Virginia",sp600,2026-04-20T01:14:00+00:00
INSP,"Inspire Medical Systems, Inc.",Health Care,"Golden Valley, Minnesota",sp600,2026-04-20T01:14:00+00:00
INSW,"International Seaways, Inc.",Energy,"New York City, New York",sp600,2026-04-20T01:14:00+00:00
INVA,"Innoviva, Inc.",Health Care,"Burlingame, California",sp600,2026-04-20T01:14:00+00:00
INVX,"Innovex International, Inc.",Energy,"Houston, Texas",sp600,2026-04-20T01:14:00+00:00
IOSP,"Innospec, Inc.",Materials,"Englewood, Colorado",sp600,2026-04-20T01:14:00+00:00
IPAR,"Inter Parfums, Inc.",Consumer Staples,"New York City, New York",sp600,2026-04-20T01:14:00+00:00
IRDM,Iridium Communications,Communication Services,"McLean, Virginia",sp600,2026-04-20T01:14:00+00:00
ITGR,Integer Holdings Corporation,Health Care,"Plano, Texas",sp600,2026-04-20T01:14:00+00:00
ITRI,"Itron, Inc.",Information Technology,"Liberty Lake, Washington",sp600,2026-04-20T01:14:00+00:00
JBGS,JBG Smith,Real Estate,"Bethesda, Maryland",sp600,2026-04-20T01:14:00+00:00
JBLU,JetBlue,Industrials,"Long Island City, New York",sp600,2026-04-20T01:14:00+00:00
JBSS,"John B. Sanfilippo & Son, Inc.",Consumer Staples,"Elgin, Illinois",sp600,2026-04-20T01:14:00+00:00
JBTM,JBT Marel Corporation,Industrials,"Chicago, Illinois",sp600,2026-04-20T01:14:00+00:00
JJSF,J&J Snack Foods Corp.,Consumer Staples,"Pennsauken Township, New Jersey",sp600,2026-04-20T01:14:00+00:00
JOE,St. Joe Company,Real Estate,"Panama City Beach, Florida",sp600,2026-04-20T01:14:00+00:00
JXN,"Jackson Financial, Inc.",Financials,"Lansing, Michigan",sp600,2026-04-20T01:14:00+00:00
KAI,Kadant Inc.,Industrials,"Westford, Massachusetts",sp600,2026-04-20T01:14:00+00:00
KALU,Kaiser Aluminum Corporation,Materials,"Franklin, Tennessee",sp600,2026-04-20T01:14:00+00:00
OPLN,"OPENLANE, Inc.",Industrials,"Carmel, Indiana",sp600,2026-04-20T01:14:00+00:00
KFY,Korn/Ferry International,Industrials,"Los Angeles, California",sp600,2026-04-20T01:14:00+00:00
KGS,"Kodiak Gas Services, Inc.",Energy,"The Woodlands, Texas",sp600,2026-04-20T01:14:00+00:00
KLIC,"Kulicke and Soffa Industries, Inc.",Information Technology,"Serangoon, North-East Region, Singapore",sp600,2026-04-20T01:14:00+00:00
KMPR,Kemper Corporation,Financials,"Chicago, Illinois",sp600,2026-04-20T01:14:00+00:00
KMT,Kennametal,Industrials,"Pittsburgh, Pennsylvania",sp600,2026-04-20T01:14:00+00:00
KMX,"CarMax, Inc.",Consumer Discretionary,"Richmond, Virginia",sp600,2026-04-20T01:14:00+00:00
KN,Knowles Corporation,Information Technology,"Itasca, Illinois",sp600,2026-04-20T01:14:00+00:00
KNTK,"Kinetik Holdings, Inc.",Energy,"Midland, Texas",sp600,2026-04-20T01:14:00+00:00
KOP,"Koppers Holdings, Inc.",Materials,"Pittsburgh, Pennsylvania",sp600,2026-04-20T01:14:00+00:00
KRYS,"Krystal Biotech, Inc.",Health Care,"Pittsburgh, Pennsylvania",sp600,2026-04-20T01:14:00+00:00
KSS,Kohl's Corp.,Consumer Discretionary,"Menomonee Falls, Wisconsin",sp600,2026-04-20T01:14:00+00:00
KTB,Kontoor Brands,Consumer Discretionary,"Greensboro, North Carolina",sp600,2026-04-20T01:14:00+00:00
KW,"Kennedy-Wilson Holdings, Inc.",Real Estate,"Beverly Hills, California",sp600,2026-04-20T01:14:00+00:00
KWR,Quaker Chemical Corporation,Materials,"Conshohocken, Pennsylvania",sp600,2026-04-20T01:14:00+00:00
LAUR,"Laureate Education, Inc.",Consumer Discretionary,"Miami, Florida",sp600,2026-04-20T01:14:00+00:00
LBRT,"Liberty Energy, Inc.",Energy,"Denver, Colorado",sp600,2026-04-20T01:14:00+00:00
LCII,LCI Industries,Consumer Discretionary,"Elkhart, Indiana",sp600,2026-04-20T01:14:00+00:00
LEG,Leggett & Platt,Consumer Discretionary,"Carthage, Missouri",sp600,2026-04-20T01:14:00+00:00
LGIH,LGI Homes,Consumer Discretionary,"The Woodlands, Texas",sp600,2026-04-20T01:14:00+00:00
LIF,Life360,Information Technology,"San Mateo, California",sp600,2026-04-20T01:14:00+00:00
LGND,"Ligand Pharmaceuticals, Inc.",Health Care,"San Diego, California",sp600,2026-04-20T01:14:00+00:00
LKFN,Lakeland Financial,Financials,"Warsaw, Indiana",sp600,2026-04-20T01:14:00+00:00
LKQ,LKQ Corporation,Consumer Discretionary,"Nashville, Tennessee",sp600,2026-04-20T01:14:00+00:00
LMAT,LeMaitre Vascular,Health Care,"Burlington, Massachusetts",sp600,2026-04-20T01:14:00+00:00
LNC,Lincoln Financial,Financials,"Radnor, Pennsylvania",sp600,2026-04-20T01:14:00+00:00
LNN,Lindsay Corporation,Materials,"Omaha, Nebraska",sp600,2026-04-20T01:14:00+00:00
LPG,Dorian LPG Ltd.,Energy,"Stamford, Connecticut",sp600,2026-04-20T01:14:00+00:00
LQDT,"Liquidity Services, Inc.",Industrials,"Bethesda, Maryland",sp600,2026-04-20T01:14:00+00:00
LRN,"Stride, Inc.",Consumer Discretionary,"Herndon, Virginia",sp600,2026-04-20T01:14:00+00:00
LTC,"LTC Properties, Inc.",Real Estate,"Westlake Village, California",sp600,2026-04-20T01:14:00+00:00
LTH,"Life Time Group Holdings, Inc.",Consumer Discretionary,"Chanhassen, Minnesota",sp600,2026-04-20T01:14:00+00:00
LUMN,Lumen Technologies,Communication Services,"Monroe, Louisiana",sp600,2026-04-20T01:14:00+00:00
LW,Lamb Weston,Consumer Staples,"Eagle, Idaho",sp600,2026-04-20T01:14:00+00:00
LXP,Lexington Realty Trust,Real Estate,"New York City, New York",sp600,2026-04-20T01:14:00+00:00
LYFT,"Lyft, Inc.",Industrials,"San Francisco, California",sp600,2026-04-20T01:14:00+00:00
LZ,"LegalZoom.com, Inc.",Industrials,"Mountain View, California",sp600,2026-04-20T01:14:00+00:00
LZB,"La-Z-Boy, Inc.",Consumer Discretionary,"Monroe, Michigan",sp600,2026-04-20T01:14:00+00:00
MAC,Macerich,Real Estate,"Santa Monica, California",sp600,2026-04-20T01:14:00+00:00
MAN,ManpowerGroup,Industrials,"Milwaukee, Wisconsin",sp600,2026-04-20T01:14:00+00:00
MARA,"MARA Holdings, Inc.",Information Technology,"Fort Lauderdale, Florida",sp600,2026-04-20T01:14:00+00:00
MATW,Matthews International Corporation,Consumer Discretionary,"Pittsburgh, Pennsylvania",sp600,2026-04-20T01:14:00+00:00
MATX,"Matson, Inc.",Industrials,"Honolulu, Hawaii",sp600,2026-04-20T01:14:00+00:00
MBC,"MasterBrand, Inc.",Industrials,"Jasper, Indiana",sp600,2026-04-20T01:14:00+00:00
MBIN,Merchants Bancorp,Financials,"Carmel, Indiana",sp600,2026-04-20T01:14:00+00:00
MC,Moelis & Company,Financials,"New York City, New York",sp600,2026-04-20T01:14:00+00:00
MCRI,"Monarch Casino & Resort, Inc.",Consumer Discretionary,"Reno, Nevada",sp600,2026-04-20T01:14:00+00:00
MCW,"Mister Car Wash, Inc.",Consumer Discretionary,"Tucson, Arizona",sp600,2026-04-20T01:14:00+00:00
MCY,Mercury General,Financials,"Los Angeles, California",sp600,2026-04-20T01:14:00+00:00
MD,Pediatrix Medical Group,Health Care,"Sunrise, Florida",sp600,2026-04-20T01:14:00+00:00
MDU,"MDU Resources Group, Inc.",Utilities,"Bismarck, North Dakota",sp600,2026-04-20T01:14:00+00:00
MGEE,"MGE Energy, Inc.",Utilities,"Madison, Wisconsin",sp600,2026-04-20T01:14:00+00:00
MGY,"Magnolia Oil & Gas, Corp.",Energy,"Houston, Texas",sp600,2026-04-20T01:14:00+00:00
MHK,Mohawk Industries,Consumer Discretionary,"Calhoun, Georgia",sp600,2026-04-20T01:14:00+00:00
MHO,"M/I Homes, Inc.",Consumer Discretionary,"Columbus, Ohio",sp600,2026-04-20T01:14:00+00:00
MIR,"Mirion Technologies, Inc.",Information Technology,"Atlanta, Georgia",sp600,2026-04-20T01:14:00+00:00
MKTX,MarketAxess,Financials,"New York City, New York",sp600,2026-04-20T01:14:00+00:00
MLKN,"MillerKnoll, Inc.",Industrials,"Zeeland, Michigan",sp600,2026-04-20T01:14:00+00:00
MMI,"Marcus & Millichap, Inc.",Real Estate,"Calabasas, California",sp600,2026-04-20T01:14:00+00:00
MMSI,"Merit Medical Systems, Inc.",Health Care,"South Jordan, Utah",sp600,2026-04-20T01:14:00+00:00
MNRO,"Monro, Inc.",Consumer Discretionary,"Rochester, New York",sp600,2026-04-20T01:14:00+00:00
MOH,Molina Healthcare,Health Care,"Long Beach, California",sp600,2026-04-20T01:14:00+00:00
MPT,Medical Properties Trust,Real Estate,"Birmingham, Alabama",sp600,2026-04-20T01:14:00+00:00
MRCY,Mercury Systems,Industrials,"Andover, Massachusetts",sp600,2026-04-20T01:14:00+00:00
MRP,"Millrose Properties, Inc.",Real Estate,"Chevy Chase, Maryland",sp600,2026-04-20T01:14:00+00:00
MRTN,"Marten Transport, Ltd.",Industrials,"Mondovi, Wisconsin",sp600,2026-04-20T01:14:00+00:00
MSEX,Middlesex Water Company,Utilities,"Iselin, New Jersey",sp600,2026-04-20T01:14:00+00:00
MSGS,Madison Square Garden Sports Corp.,Communication Services,"New York City, New York",sp600,2026-04-20T01:14:00+00:00
MTCH,Match Group,Communication Services,"Dallas, Texas",sp600,2026-04-20T01:14:00+00:00
MTH,Meritage Homes Corporation,Consumer Discretionary,"Scottsdale, Arizona",sp600,2026-04-20T01:14:00+00:00
MTRN,Materion Corp.,Materials,"Mayfield Heights, Ohio",sp600,2026-04-20T01:14:00+00:00
MTUS,Metallus Inc,Materials,"Canton, Ohio",sp600,2026-04-20T01:14:00+00:00
MTX,Minerals Technologies,Materials,"New York City, New York",sp600,2026-04-20T01:14:00+00:00
MWA,Mueller Water Products,Industrials,"Atlanta, Georgia",sp600,2026-04-20T01:14:00+00:00
MXL,"MaxLinear, Inc.",Information Technology,"Carlsbad, California",sp600,2026-04-20T01:14:00+00:00
MYRG,"MYR Group, Inc.",Industrials,"Thornton, Colorado",sp600,2026-04-20T01:14:00+00:00
NABL,"N-able, Inc.",Information Technology,"Wilmington, Delaware",sp600,2026-04-20T01:14:00+00:00
NATL,NCR Atleos,Financials,"Atlanta, Georgia",sp600,2026-04-20T01:14:00+00:00
NAVI,Navient,Financials,"Wilmington, Delaware",sp600,2026-04-20T01:14:00+00:00
NBHC,National Bank Holdings Corporation,Financials,"Greenwood Village, Colorado",sp600,2026-04-20T01:14:00+00:00
NBTB,"NBT Bancorp, Inc.",Financials,"Norwich, New York",sp600,2026-04-20T01:14:00+00:00
NE,Noble Corporation,Energy,"Houston, Texas",sp600,2026-04-20T01:14:00+00:00
NEO,"NeoGenomics Laboratories, Inc.",Health Care,"Fort Myers, Florida",sp600,2026-04-20T01:14:00+00:00
NEOG,Neogen,Health Care,"Lansing, Michigan",sp600,2026-04-20T01:14:00+00:00
NGVT,"Ingevity, Corp.",Materials,"North Charleston, South Carolina",sp600,2026-04-20T01:14:00+00:00
NHC,"National Healthcare, Corp.",Health Care,"Murfreesboro, Tennessee",sp600,2026-04-20T01:14:00+00:00
NMIH,"NMI Holdings, Inc.",Financials,"Emeryville, California",sp600,2026-04-20T01:14:00+00:00
NOG,"Northern Oil and Gas, Inc.",Energy,"Minnetonka, Minnesota",sp600,2026-04-20T01:14:00+00:00
NPK,"National Presto Industries, Inc.",Industrials,"Eau Claire, Wisconsin",sp600,2026-04-20T01:14:00+00:00
NPO,"EnPro Industries, Inc.",Industrials,"Charlotte, North Carolina",sp600,2026-04-20T01:14:00+00:00
NSIT,"Insight Enterprises, Inc.",Industrials,"Tempe, Arizona",sp600,2026-04-20T01:14:00+00:00
NSP,Insperity,Industrials,"Houston, Texas",sp600,2026-04-20T01:14:00+00:00
NSSC,Napco Security Technologies,Information Technology,"Amityville, New York",sp600,2026-04-20T01:14:00+00:00
NTCT,"NETSCOUT Systems, Inc.",Information Technology,"Westford, Massachusetts",sp600,2026-04-20T01:14:00+00:00
NVRI,Enviri Corporation,Industrials,"Philadelphia, Pennsylvania",sp600,2026-04-20T01:14:00+00:00
NWBI,"Northwest Bancshares, Inc.",Financials,"Warren, Pennsylvania",sp600,2026-04-20T01:14:00+00:00
NWL,Newell Brands,Consumer Discretionary,"Atlanta, Georgia",sp600,2026-04-20T01:14:00+00:00
NWN,NW Natural,Utilities,"Portland, Oregon",sp600,2026-04-20T01:14:00+00:00
NX,Quanex Building Products Corporation,Industrials,"Houston, Texas",sp600,2026-04-20T01:14:00+00:00
NXRT,"NexPoint Residential Trust, Inc.",Real Estate,"Dallas, Texas",sp600,2026-04-20T01:14:00+00:00
OFG,OFG Bancorp,Financials,"San Juan, Puerto Rico",sp600,2026-04-20T01:14:00+00:00
OGN,Organon & Co.,Health Care,"Jersey City, New Jersey",sp600,2026-04-20T01:14:00+00:00
OI,"O-I Glass, Inc.",Materials,"Perrysburg, Ohio",sp600,2026-04-20T01:14:00+00:00
OII,"Oceaneering International, Inc.",Energy,"Houston, Texas",sp600,2026-04-20T01:14:00+00:00
OMCL,Omnicell,Health Care,"Fort Worth, Texas",sp600,2026-04-20T01:14:00+00:00
OSIS,"OSI Systems, Inc.",Information Technology,"Hawthorne, California",sp600,2026-04-20T01:14:00+00:00
OSW,OneSpaWorld Holdings Limited,Consumer Discretionary,"Nassau, Bahamas",sp600,2026-04-20T01:14:00+00:00
OTTR,Otter Tail Corporation,Utilities,"Fergus Falls, Minnesota",sp600,2026-04-20T01:14:00+00:00
OUT,Outfront Media,Real Estate,"New York City, New York",sp600,2026-04-20T01:14:00+00:00
OXM,"Oxford Industries, Inc.",Consumer Discretionary,"Atlanta, Georgia",sp600,2026-04-20T01:14:00+00:00
PAHC,Phibro Animal Health,Health Care,"Teaneck, New Jersey",sp600,2026-04-20T01:14:00+00:00
PARR,"Par Pacific Holdings, Inc.",Energy,"Houston, Texas",sp600,2026-04-20T01:14:00+00:00
PAYC,Paycom,Industrials,"Oklahoma City, Oklahoma",sp600,2026-04-20T01:14:00+00:00
PAYO,Payoneer Global Inc.,Financials,"New York City, New York",sp600,2026-04-20T01:14:00+00:00
PATK,"Patrick Industries, Inc.",Consumer Discretionary,"Elkhart, Indiana",sp600,2026-04-20T01:14:00+00:00
PBH,Prestige Consumer Healthcare,Health Care,"Tarrytown, New York",sp600,2026-04-20T01:14:00+00:00
PBI,"Pitney Bowes, Inc.",Industrials,"Stamford, Connecticut",sp600,2026-04-20T01:14:00+00:00
PCRX,"Pacira BioSciences, Inc.",Health Care,"Tampa, Florida",sp600,2026-04-20T01:14:00+00:00
PDFS,"PDF Solutions, Inc.",Information Technology,"Santa Clara, California",sp600,2026-04-20T01:14:00+00:00
PEB,Pebblebrook Hotel Trust,Real Estate,"Bethesda, Maryland",sp600,2026-04-20T01:14:00+00:00
PECO,Phillips Edison & Company,Real Estate,"Cincinnati, Ohio",sp600,2026-04-20T01:14:00+00:00
PENG,"Penguin Solutions, Inc.",Information Technology,"Milpitas, California",sp600,2026-04-20T01:14:00+00:00
PENN,Penn Entertainment,Consumer Discretionary,"Wyomissing, Pennsylvania",sp600,2026-04-20T01:14:00+00:00
PFBC,Preferred Bank,Financials,"Los Angeles, California",sp600,2026-04-20T01:14:00+00:00
PFS,"Provident Financial Services, Inc.",Financials,"Jersey City, New Jersey",sp600,2026-04-20T01:14:00+00:00
PGNY,Progyny,Health Care,"New York City, New York",sp600,2026-04-20T01:14:00+00:00
PHIN,"PHINIA, Inc.",Consumer Discretionary,"Auburn Hills, Michigan",sp600,2026-04-20T01:14:00+00:00
PI,"Impinj, Inc.",Information Technology,"Seattle, Washington",sp600,2026-04-20T01:14:00+00:00
PIPR,Piper Sandler Companies,Financials,"Minneapolis, Minnesota",sp600,2026-04-20T01:14:00+00:00
PJT,"PJT Partners, Inc.",Financials,"New York City, New York",sp600,2026-04-20T01:14:00+00:00
PLAB,"Photronics, Inc.",Information Technology,"Brookfield, Connecticut",sp600,2026-04-20T01:14:00+00:00
PLMR,"Palomar Holdings, Inc.",Financials,"La Jolla, California",sp600,2026-04-20T01:14:00+00:00
PLUS,"ePlus, Inc.",Information Technology,"Herndon, Virginia",sp600,2026-04-20T01:14:00+00:00
PLXS,Plexus Corp.,Information Technology,"Neenah, Wisconsin",sp600,2026-04-20T01:14:00+00:00
PMT,PennyMac Mortgage Investment Trust,Real Estate,"Westlake Village, California",sp600,2026-04-20T01:14:00+00:00
POWI,Power Integrations,Information Technology,"San Jose, California",sp600,2026-04-20T01:14:00+00:00
POWL,"Powell Industries, Inc.",Industrials,"Houston, Texas",sp600,2026-04-20T01:14:00+00:00
PRA,ProAssurance Corporation,Financials,"Birmingham, Alabama",sp600,2026-04-20T01:14:00+00:00
PRAA,"PRA Group, Inc.",Financials,"Norfolk, Virginia",sp600,2026-04-20T01:14:00+00:00
PRDO,Perdoceo Education Corp.,Consumer Discretionary,"Schaumburg, Illinois",sp600,2026-04-20T01:14:00+00:00
PRG,"PROG Holdings, Inc.",Financials,"Draper, Utah",sp600,2026-04-20T01:14:00+00:00
PRGO,Perrigo,Health Care,"Grand Rapids, Michigan",sp600,2026-04-20T01:14:00+00:00
PRGS,Progress Software Corporation,Information Technology,"Burlington, Massachusetts",sp600,2026-04-20T01:14:00+00:00
PRIM,Primoris Services Corporation,Industrials,"Dallas, Texas",sp600,2026-04-20T01:14:00+00:00
PRK,Park National Corp.,Financials,"Newark, Ohio",sp600,2026-04-20T01:14:00+00:00
PRKS,United Parks & Resorts,Consumer Discretionary,"Orlando, Florida",sp600,2026-04-20T01:14:00+00:00
PRLB,Protolabs,Industrials,"Maple Plain, Minnesota",sp600,2026-04-20T01:14:00+00:00
PRSU,"Pursuit Attractions & Hospitality, Inc.",Consumer Discretionary,"Scottsdale, Arizona",sp600,2026-04-20T01:14:00+00:00
PRVA,"Privia Health Group, Inc.",Health Care,"Arlington County, Virginia",sp600,2026-04-20T01:14:00+00:00
PSMT,PriceSmart,Consumer Staples,"San Diego, California",sp600,2026-04-20T01:14:00+00:00
PTCT,"PTC Therapeutics, Inc.",Health Care,"Warren Township, New Jersey",sp600,2026-04-20T01:14:00+00:00
PTEN,"Patterson-UTI Energy, Inc.",Energy,"Houston, Texas",sp600,2026-04-20T01:14:00+00:00
PTGX,"Protagonist Therapeutics, Inc.",Health Care,"Newark, California",sp600,2026-04-20T01:14:00+00:00
PZZA,Papa John's Pizza,Consumer Discretionary,"Jeffersontown, Kentucky",sp600,2026-04-20T01:14:00+00:00
QDEL,QuidelOrtho,Health Care,"San Diego, California",sp600,2026-04-20T01:14:00+00:00
QNST,"QuinStreet, Inc.",Communication Services,"Foster City, California",sp600,2026-04-20T01:14:00+00:00
QRVO,Qorvo,Information Technology,"Greensboro, North Carolina",sp600,2026-04-20T01:14:00+00:00
QTWO,"Q2 Holdings, Inc.",Information Technology,"Austin, Texas",sp600,2026-04-20T01:14:00+00:00
RAMP,"LiveRamp Holdings, Inc.",Information Technology,"San Francisco, California",sp600,2026-04-20T01:14:00+00:00
RAL,Ralliant Corp,Information Technology,"New York City, New York",sp600,2026-04-20T01:14:00+00:00
RCUS,"Arcus Biosciences, Inc.",Health Care,"Hayward, California",sp600,2026-04-20T01:14:00+00:00
RDN,"Radian Group, Inc.",Financials,"Philadelphia, Pennsylvania",sp600,2026-04-20T01:14:00+00:00
RDNT,"RadNet, Inc.",Health Care,"Los Angeles, California",sp600,2026-04-20T01:14:00+00:00
RES,"RPC, Inc.",Energy,"Atlanta, Georgia",sp600,2026-04-20T01:14:00+00:00
REYN,Reynolds Consumer Products,Consumer Staples,"Lake Forest, Illinois",sp600,2026-04-20T01:14:00+00:00
REX,REX American Resources Corporation,Energy,"Dayton, Ohio",sp600,2026-04-20T01:14:00+00:00
REZI,"Resideo Technologies, Inc.",Industrials,"Scottsdale, Arizona",sp600,2026-04-20T01:14:00+00:00
RHI,Robert Half,Industrials,"Menlo Park, California",sp600,2026-04-20T01:14:00+00:00
RHP,Ryman Hospitality Properties,Real Estate,"Nashville, Tennessee",sp600,2026-04-20T01:14:00+00:00
RITM,Rithm Capital,Financials,"New York City, New York",sp600,2026-04-20T01:14:00+00:00
RNG,"RingCentral, Inc.",Information Technology,"Belmont, California",sp600,2026-04-20T01:14:00+00:00
RNST,Renasant Corp.,Financials,"Tupelo, Mississippi",sp600,2026-04-20T01:14:00+00:00
ROCK,"Gibraltar Industries, Inc.",Industrials,"Buffalo, New York",sp600,2026-04-20T01:14:00+00:00
ROG,Rogers Corporation,Information Technology,"Chandler, Arizona",sp600,2026-04-20T01:14:00+00:00
RRR,"Red Rock Resorts, Inc.",Consumer Discretionary,"Las Vegas, Nevada",sp600,2026-04-20T01:14:00+00:00
RUN,Sunrun,Industrials,"San Francisco, California",sp600,2026-04-20T01:14:00+00:00
RUSHA,Rush Enterprises,Industrials,"New Braunfels, Texas",sp600,2026-04-20T01:14:00+00:00
RWT,"Redwood Trust, Inc.",Real Estate,"Mill Valley, California",sp600,2026-04-20T01:14:00+00:00
RXO,"RXO, Inc.",Industrials,"Charlotte, North Carolina",sp600,2026-04-20T01:14:00+00:00
SAFE,"Safehold, Inc.",Real Estate,"New York City, New York",sp600,2026-04-20T01:14:00+00:00
SABR,Sabre,Consumer Discretionary,"Southlake, Texas",sp600,2026-04-20T01:14:00+00:00
SAFT,"Safety Insurance Group, Inc.",Financials,"Boston, Massachusetts",sp600,2026-04-20T01:14:00+00:00
SAH,"Sonic Automotive, Inc.",Consumer Discretionary,"Charlotte, North Carolina",sp600,2026-04-20T01:14:00+00:00
SANM,Sanmina Corporation,Information Technology,"San Jose, California",sp600,2026-04-20T01:14:00+00:00
SBCF,Seacoast Banking Corporation of Florida,Financials,"Stuart, Florida",sp600,2026-04-20T01:14:00+00:00
SBH,"Sally Beauty Holdings, Inc.",Consumer Discretionary,"Denton, Texas",sp600,2026-04-20T01:14:00+00:00
SBSI,"Southside Bancshares, Inc.",Financials,"Tyler, Texas",sp600,2026-04-20T01:14:00+00:00
SCHL,Scholastic Corporation,Consumer Discretionary,"New York City, New York",sp600,2026-04-20T01:14:00+00:00
SCL,Stepan Company,Materials,"Northfield, Illinois",sp600,2026-04-20T01:14:00+00:00
SCSC,"ScanSource, Inc.",Information Technology,"Greenville, South Carolina",sp600,2026-04-20T01:14:00+00:00
SDGR,"Schrödinger, Inc.",Health Care,"New York City, New York",sp600,2026-04-20T01:14:00+00:00
SEDG,SolarEdge,Information Technology,"Herzliya, Israel",sp600,2026-04-20T01:14:00+00:00
SEM,"Select Medical Holdings, Corp.",Health Care,"Mechanicsburg, Pennsylvania",sp600,2026-04-20T01:14:00+00:00
SEZL,Sezzle,Financials,"Minneapolis, Minnesota",sp600,2026-04-20T01:14:00+00:00
SFBS,"ServisFirst Bancshares, Inc.",Financials,"Birmingham, Alabama",sp600,2026-04-20T01:14:00+00:00
SFNC,Simmons First National Corporation,Financials,"Little Rock, Arkansas",sp600,2026-04-20T01:14:00+00:00
SHAK,"Shake Shack, Inc.",Consumer Discretionary,"New York City, New York",sp600,2026-04-20T01:14:00+00:00
SHEN,Shenandoah Telecommunications Co,Communication Services,"Edinburg, Virginia",sp600,2026-04-20T01:14:00+00:00
SHO,"Sunstone Hotel Investors, Inc.",Real Estate,"Aliso Viejo, California",sp600,2026-04-20T01:14:00+00:00
SHOO,"Steven Madden, Ltd.",Consumer Discretionary,"Long Island City, New York",sp600,2026-04-20T01:14:00+00:00
SIG,Signet Jewelers,Consumer Discretionary,"Akron, Ohio",sp600,2026-04-20T01:14:00+00:00
SKT,"Tanger Factory Outlet Centers, Inc.",Real Estate,"Greensboro, North Carolina",sp600,2026-04-20T01:14:00+00:00
SKY,"Champion Homes, Inc.",Consumer Discretionary,"Troy, Michigan",sp600,2026-04-20T01:14:00+00:00
SKYW,"SkyWest, Inc.",Industrials,"St. George, Utah",sp600,2026-04-20T01:14:00+00:00
SLG,SL Green Realty,Real Estate,"New York City, New York",sp600,2026-04-20T01:14:00+00:00
SLVM,Sylvamo Corp.,Materials,"Memphis, Tennessee",sp600,2026-04-20T01:14:00+00:00
SM,SM Energy Company,Energy,"Denver, Colorado",sp600,2026-04-20T01:14:00+00:00
SMP,"Standard Motor Products, Inc.",Consumer Discretionary,"Long Island City, New York",sp600,2026-04-20T01:14:00+00:00
SMPL,Simply Good Foods Company,Consumer Staples,"Denver, Colorado",sp600,2026-04-20T01:14:00+00:00
SMTC,Semtech Corporation,Information Technology,"Camarillo, California",sp600,2026-04-20T01:14:00+00:00
SNCY,Sun Country Airlines,Industrials,"Minneapolis, Minnesota",sp600,2026-04-20T01:14:00+00:00
SNDR,Schneider National,Industrials,"Green Bay, Wisconsin",sp600,2026-04-20T01:14:00+00:00
SNEX,StoneX Group Inc.,Financials,"New York City, New York",sp600,2026-04-20T01:14:00+00:00
SONO,"Sonos, Inc.",Consumer Discretionary,"Santa Barbara, California",sp600,2026-04-20T01:14:00+00:00
SPHR,Sphere Entertainment,Communication Services,"New York City, New York",sp600,2026-04-20T01:14:00+00:00
SPNT,SiriusPoint Ltd.,Financials,"New York City, New York",sp600,2026-04-20T01:14:00+00:00
SPSC,"SPS Commerce, Inc.",Information Technology,"Minneapolis, Minnesota",sp600,2026-04-20T01:14:00+00:00
SRPT,Sarepta Therapeutics,Health Care,"Cambridge, Massachusetts",sp600,2026-04-20T01:14:00+00:00
SSTK,"Shutterstock, Inc.",Communication Services,"New York City, New York",sp600,2026-04-20T01:14:00+00:00
STAA,STAAR Surgical Company,Health Care,"Monrovia, California",sp600,2026-04-20T01:14:00+00:00
STBA,"S&T Bancorp, Inc.",Financials,"Indiana, Pennsylvania",sp600,2026-04-20T01:14:00+00:00
STC,Stewart Information Services Corporation,Financials,"Houston, Texas",sp600,2026-04-20T01:14:00+00:00
STEL,"Stellar Bancorp, Inc.",Financials,"Houston, Texas",sp600,2026-04-20T01:14:00+00:00
STEP,StepStone Group,Financials,"New York City, New York",sp600,2026-04-20T01:14:00+00:00
